"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Vou perguntar agora sobre o grau de confiança em uma série de políticos:";"Você confia no Geraldo Alckmin?";"Você confia no Jair Bolsonaro?";"Você confia no Marcelo Crivela?";"Você confia no Marco Feliciano?";"Você confia no Lula?";"Você confia na Marina Silva?";"Estamos chegando no fim. Vou ler duas afirmações e gostaria de saber se você concorda com elas:";"Num momento de crise, o governo precisa cortar gastos inclusive em saúde e educação.";"Quem começou a trabalhar cedo deve poder se aposentar cedo, sem limite mínimo de idade.";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Qual é a sua denominação religiosa?";"outra:";"_id";"_uuid";"_submission_time";"_index"
"2017-06-15T13:13:53.343-03";"6f03616a4620a28f";"Vitor";"3";"";"22";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"não confia";"confia muito";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior incompleto";"parda";"";"nenhuma";"";"4192346";"e94b6240-f95b-49e7-83a5-95753857f6a1";"2017-06-15T19:55:52";"346"
"2017-06-15T13:18:18.880-03";"6f03616a4620a28f";"Vitor";"3";"";"46";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"confia pouco";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino fundamental completo";"preta";"";"igreja renascer em Cristo";"";"4192347";"36a0d070-4f4c-458b-a9d1-e7194ccd7724";"2017-06-15T19:55:52";"347"
"2017-06-15T13:23:39.881-03";"6f03616a4620a28f";"Vitor";"3";"";"57";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"confia pouco";"não conhece";"confia pouco";"não conhece";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192348";"5d8f56c9-c6aa-41c7-9627-94a3b0f9356a";"2017-06-15T19:55:53";"348"
"2017-06-15T13:28:37.387-03";"6f03616a4620a28f";"Vitor";"3";"";"24";"nenhum";"nada disso";"";"nada conservador";"pouco antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"preta";"";"igreja renascer em Cristo";"";"4192349";"1e92b486-6db1-494d-8ac2-7e4be1fce462";"2017-06-15T19:55:54";"349"
"2017-06-15T13:41:15.401-03";"6f03616a4620a28f";"Vitor";"3";"";"29";"PSC";"de direita";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"não sabe";"";"não concorda";"não concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192350";"08a9eb75-e588-4bb5-b306-3d063ef2a663";"2017-06-15T19:55:55";"350"
"2017-06-15T13:44:08.398-03";"6f03616a4620a28f";"Vitor";"3";"";"43";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192351";"6b1ac2f5-5fde-4506-979f-2f6007ba0f62";"2017-06-15T19:55:58";"351"
"2017-06-15T13:58:27.637-03";"6f03616a4620a28f";"Vitor";"3";"";"32";"nenhum";"centro";"não sei";"pouco conservador";"pouco antipetista";"";"não concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"confia pouco";"confia muito";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192352";"908f5010-06ee-40e9-a9eb-dfa2fafeb84f";"2017-06-15T19:55:59";"352"
"2017-06-15T14:04:43.329-03";"6f03616a4620a28f";"Vitor";"3";"";"50";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino fundamental completo";"branca";"";"igreja renascer em Cristo";"";"4192353";"e13e6c19-4205-40b6-b5b7-46f00d9761da";"2017-06-15T19:55:59";"353"
"2017-06-15T14:13:02.823-03";"6f03616a4620a28f";"Vitor";"3";"";"44";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192354";"607081f8-f5dd-4f04-a6e2-202348262bfe";"2017-06-15T19:56:00";"354"
"2017-06-15T14:26:14.059-03";"6f03616a4620a28f";"Vitor";"3";"";"39";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"confia pouco";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino fundamental completo";"parda";"";"outra";"Avivamento da Fé";"4192355";"8e4ee52d-ff58-49be-81e0-10f1740bda43";"2017-06-15T19:56:01";"355"
"2017-06-15T14:48:54.307-03";"6f03616a4620a28f";"Vitor";"3";"";"36";"nenhum";"de esquerda";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"preta";"";"outra";"Comunidade Maravilha de Cristo";"4192356";"c8320203-df9f-4934-bcb0-635b9ae7850c";"2017-06-15T19:56:01";"356"
"2017-06-15T15:10:43.310-03";"6f03616a4620a28f";"Vitor";"3";"";"27";"PT";"de esquerda";"";"muito conservador";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"confia muito";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior incompleto";"branca";"";"assembléia de Deus";"";"4192357";"40e95568-e58d-4b27-90a0-bf7e0481a541";"2017-06-15T19:56:02";"357"
"2017-06-15T15:15:52.243-03";"6f03616a4620a28f";"Vitor";"3";"";"24";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"não conhece";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192358";"1730a144-56cf-4d2e-8534-4b8d1a607293";"2017-06-15T19:56:02";"358"
"2017-06-15T15:24:11.896-03";"6f03616a4620a28f";"Vitor";"3";"";"32";"nenhum";"centro";"mais de squerda";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"não confia";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192359";"6377fc53-4474-48dc-abd2-d0b44cfed428";"2017-06-15T19:56:03";"359"
"2017-06-15T15:32:47.356-03";"6f03616a4620a28f";"Vitor";"3";"";"21";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"preta";"";"outra";"Comunidade Bíblica Fundamentos da Graça";"4192360";"eb9e6034-3497-4d3c-907c-facc58fea108";"2017-06-15T19:56:03";"360"
"2017-06-15T15:39:18.338-03";"6f03616a4620a28f";"Vitor";"3";"";"22";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não sei";"não sei";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"não concorda";"não sei";"não sei";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja batista";"";"4192361";"50a18497-e44b-45a0-9af6-125225dc105d";"2017-06-15T19:56:04";"361"
"2017-06-15T15:52:09.804-03";"6f03616a4620a28f";"Vitor";"3";"";"45";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"confia muito";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio incompleto";"parda";"";"igreja batista";"";"4192362";"e85e85e3-cbe3-46da-83fb-80636e17bf10";"2017-06-15T19:56:05";"362"
"2017-06-15T16:11:47.774-03";"6f03616a4620a28f";"Vitor";"3";"";"17";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"não confia";"não conhece";"confia muito";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio incompleto";"parda";"";"igreja renascer em Cristo";"";"4192363";"592b0146-1693-45a5-8a28-522fdd9fc7d7";"2017-06-15T19:56:05";"363"
"2017-06-15T16:23:03.165-03";"6f03616a4620a28f";"Vitor";"3";"";"45";"nenhum";"nada disso";"";"muito conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"confia pouco";"confia pouco";"confia pouco";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior incompleto";"parda";"";"igreja renascer em Cristo";"";"4192365";"4257598e-509b-4cb4-9674-bb31b4ee55b0";"2017-06-15T19:56:06";"364"
"2017-06-15T16:37:42.975-03";"6f03616a4620a28f";"Vitor";"3";"";"18";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"não sei";"não sei";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior incompleto";"parda";"";"igreja renascer em Cristo";"";"4192366";"72375e81-79b7-4473-b27f-4451eca83e56";"2017-06-15T19:56:07";"365"
"2017-06-15T16:48:11.415-03";"6f03616a4620a28f";"Vitor";"3";"";"17";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio incompleto";"branca";"";"igreja renascer em Cristo";"";"4192367";"74853d65-c5cc-4fe8-8b1e-eb27becabe4d";"2017-06-15T19:56:08";"366"
"2017-06-15T10:58:17.419-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"42";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192985";"f96af10b-761c-494e-a8d1-39b89888bb65";"2017-06-15T21:04:29";"367"
"2017-06-15T11:04:54.071-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"30";"nenhum";"nada disso";"";"muito conservador";"pouco antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia muito";"confia muito";"confia pouco";"confia pouco";"";"concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192986";"c80ac5ef-760a-4468-b210-de480fdffbbc";"2017-06-15T21:04:33";"368"
"2017-06-15T11:13:53.157-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"50";"nenhum";"de direita";"";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"confia pouco";"não confia";"não confia";"";"não concorda";"não concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio incompleto";"branca";"";"igreja renascer em Cristo";"";"4192987";"63780985-0c7c-4695-b99b-c5f58b01a9c9";"2017-06-15T21:04:36";"369"
"2017-06-15T11:21:41.798-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"49";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia muito";"confia muito";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$9.370,00 até R$18.740,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4192988";"62661c0a-fe1a-418b-bae9-77f4e5e63ca5";"2017-06-15T21:04:39";"370"
"2017-06-15T11:31:10.668-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"23";"PSDB";"de direita";"";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia muito";"não confia";"confia pouco";"não confia";"confia muito";"";"concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior completo";"branca";"";"outra";"Bola de neve";"4192989";"f9eddfb6-afac-4691-be97-cdbfef184de8";"2017-06-15T21:04:43";"371"
"2017-06-15T11:37:00.750-03";"ac:d0:74:e4:28:64";"Aline";"5";"";"20";"PSDB";"de direita";"";"pouco conservador";"muito antipetista";"";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"não confia";"confia muito";"não confia";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"parda";"";"outra";"Bola de neve";"4192991";"576fe4e6-bcaa-4db4-86f3-21ca24f9f005";"2017-06-15T21:04:47";"372"
"2017-06-15T11:48:28.457-03";"5c196bb15226e405";"Aline ";"5";"";"42";"nenhum";"nada disso";"";"muito conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"feminino";"de R$9.370,00 até R$18.740,00";"ensino superior completo";"preta";"";"outra";"Pentecostal";"4192992";"7b027a9a-c434-4979-8693-77fde070410b";"2017-06-15T21:04:49";"373"
"2017-06-15T11:57:17.131-03";"5c196bb15226e405";"Aline";"5";"";"33";"nenhum";"nada disso";"";"nada conservador";"não sei";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"confia pouco";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"parda";"";"outra";"Comunidade evangelica transbordar";"4192993";"4802351c-cb6d-4886-b441-cd76678f9696";"2017-06-15T21:04:54";"374"
"2017-06-15T12:04:19.120-03";"5c196bb15226e405";"Aline";"5";"";"28";"nenhum";"não sei";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"confia pouco";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192994";"7bfad80f-9f05-4874-a55e-3f951f4fd066";"2017-06-15T21:04:58";"375"
"2017-06-15T12:13:46.960-03";"5c196bb15226e405";"Aline";"5";"";"25";"PSDB";"centro";"não sei";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"preta";"";"assembléia de Deus";"";"4192995";"b58b69ce-031b-4b6f-82ed-2fa5a3054f6a";"2017-06-15T21:05:00";"376"
"2017-06-15T12:22:31.370-03";"5c196bb15226e405";"Aline";"5";"";"56";"PT";"nada disso";"";"não sei";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"confia pouco";"não sabe";"confia pouco";"confia pouco";"";"concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"preta";"";"igreja renascer em Cristo";"";"4192996";"d18cddba-5cde-4c60-8a34-df0f70f71644";"2017-06-15T21:05:02";"377"
"2017-06-15T12:41:40.853-03";"5c196bb15226e405";"Aline";"5";"";"43";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4192997";"5403eb09-3bb2-415b-83a7-f737a168206f";"2017-06-15T21:05:03";"378"
"2017-06-15T12:49:25.745-03";"5c196bb15226e405";"Aline";"5";"";"33";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"parda";"";"nenhuma";"";"4192998";"39243008-5485-43fb-a442-7de70ee73fc6";"2017-06-15T21:05:05";"379"
"2017-06-15T13:05:24.451-03";"5c196bb15226e405";"Aline";"5";"";"34";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino fundamental completo";"preta";"";"igreja renascer em Cristo";"";"4192999";"0c230a3d-e6ff-47cd-bbda-7e3a736bfb8b";"2017-06-15T21:05:07";"380"
