"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-26T14:53:44.311-03";"6f03616a4620a28f";"Bia";"2";"";"59";"Nenhum";"centro";"mais de direita";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098541";"f15ac46b-f668-49c8-9f71-d9ef54907158";"2017-03-26T21:20:41";"201"
"2017-03-26T15:00:52.393-03";"6f03616a4620a28f";"Bia";"2";"";"70";"PSDB";"centro";"mais de direita";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não sei";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098542";"d09c46a8-f370-4352-b19a-657d0f205b29";"2017-03-26T21:20:41";"202"
"2017-03-26T15:12:31.704-03";"6f03616a4620a28f";"Bia";"2";"";"63";"Nenhum";"de direita";"";"pouco conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098543";"23228977-093b-478d-a112-89eadcb42abc";"2017-03-26T21:20:42";"203"
"2017-03-26T15:19:43.104-03";"6f03616a4620a28f";"Bia";"2";"";"59";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não sei";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098544";"dc2717f3-993c-4b04-8858-88ce0da2710d";"2017-03-26T21:20:42";"204"
"2017-03-26T15:30:10.613-03";"6f03616a4620a28f";"Bia";"2";"";"62";"Nenhum";"de direita";"";"pouco conservador";"não sei";"muito antipetista";"";"concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino fundamental completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098545";"73670a8a-b807-4a0d-9e23-0ddf11c3fa8f";"2017-03-26T21:20:42";"205"
"2017-03-26T15:39:56.242-03";"6f03616a4620a28f";"Bia";"2";"";"66";"Nenhum";"nada disso";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098546";"9efdd276-47ee-4986-8031-d63f283b17eb";"2017-03-26T21:20:43";"206"
"2017-03-26T15:50:36.285-03";"6f03616a4620a28f";"Bia";"2";"";"55";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098547";"b1809c68-f36f-4edf-af61-464352467939";"2017-03-26T21:20:43";"207"
"2017-03-26T15:56:51.518-03";"6f03616a4620a28f";"Bis";"2";"";"52";"NOVO";"centro";"mais de direita";"pouco conservador";"não sei";"muito antipetista";"";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098548";"3c516c1b-9a03-4650-9f69-3d1d9c6847cd";"2017-03-26T21:20:44";"208"
"2017-03-26T16:04:17.530-03";"6f03616a4620a28f";"Bia";"2";"";"51";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098549";"4edb0c45-eb80-4765-a3b6-68bc1dc78b6a";"2017-03-26T21:20:44";"209"
"2017-03-26T16:13:43.645-03";"6f03616a4620a28f";"Bia";"2";"";"65";"PPS";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098550";"9bd8a3fb-7006-43f7-bc6e-5c0231d61d3d";"2017-03-26T21:20:45";"210"
"2017-03-26T16:20:36.985-03";"6f03616a4620a28f";"Bia";"2";"";"64";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"não";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"amarela";"";"vgn2sjciR5Jk9msQGsMPxT";"3098551";"1e0b62ef-b0ba-4ac9-b0e4-0ee230212123";"2017-03-26T21:20:46";"211"
"2017-03-26T16:43:58.815-03";"6f03616a4620a28f";"Bia";"2";"";"69";"PSDB";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098552";"eda575a5-c6e9-4774-89cb-dcb20baf0e52";"2017-03-26T21:20:46";"212"
"2017-03-26T16:50:33.183-03";"6f03616a4620a28f";"Bia";"2";"";"64";"Nenhum";"centro";"mais de direita";"muito conservador";"não sei";"pouco antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098553";"2060bdbe-a3a9-48a2-8305-785bac368780";"2017-03-26T21:20:47";"213"
"2017-03-26T17:02:57.411-03";"6f03616a4620a28f";"Bia";"2";"";"64";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098554";"0764a863-89c6-4ccf-a81b-072c22723725";"2017-03-26T21:20:47";"214"
"2017-03-26T17:08:28.270-03";"6f03616a4620a28f";"Bia";"2";"";"55";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098555";"83d095ed-8cbd-4866-b6f9-c20fa28c300f";"2017-03-26T21:20:48";"215"
"2017-03-26T17:16:11.074-03";"6f03616a4620a28f";"Bia";"2";"";"57";"REDE";"de esquerda";"";"nada conservador";"pouco feminista";"muito antipetista";"";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098556";"21151607-f869-41ce-8f26-f185c831eaf0";"2017-03-26T21:20:49";"216"
"2017-03-26T17:25:39.988-03";"6f03616a4620a28f";"Bia";"2";"";"68";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098557";"2c9e4bf8-7a7b-4ee6-8861-f928603892d6";"2017-03-26T21:20:49";"217"
"2017-03-26T17:31:58.041-03";"6f03616a4620a28f";"Bia";"2";"";"53";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098559";"c7dbcafe-b362-435d-834a-410a40125108";"2017-03-26T21:20:50";"218"
"2017-03-26T17:44:08.190-03";"6f03616a4620a28f";"Bia";"2";"";"61";"Nenhum";"nada disso";"";"não sei";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não sei";"não sei";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"não sei";"não sei";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098560";"61c6706d-c545-42e1-9442-086cdd221f19";"2017-03-26T21:20:50";"219"
"2017-03-26T14:29:12.641-03";"5068b7a60a4be669";"Camila";"1";"";"79";"PSDB";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não sei";"não concorda";"não sei";"não concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098580";"bfac8927-6453-4e3d-a0f7-ed407933fdec";"2017-03-26T21:24:25";"220"
"2017-03-26T14:39:02.300-03";"5068b7a60a4be669";"Camila";"1";"";"62";"Nenhum";"centro";"mais de direita";"muito conservador";"muito feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098581";"1e00ba97-c710-4af5-b24d-a7d0698bfecd";"2017-03-26T21:24:26";"221"
"2017-03-26T14:46:48.835-03";"5068b7a60a4be669";"Camila";"1";"";"60";"Nenhum";"centro";"mais de squerda";"pouco conservador";"muito feminista";"muito antipetista";"";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098583";"038a955f-0e94-4bbe-930c-fe5a2d85c74a";"2017-03-26T21:24:26";"222"
"2017-03-26T14:54:33.732-03";"5068b7a60a4be669";"Camila";"1";"";"59";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098584";"09644e07-4732-4cb5-a692-766a6dd6e611";"2017-03-26T21:24:27";"223"
"2017-03-26T15:05:07.454-03";"5068b7a60a4be669";"Camilq";"1";"";"59";"Nenhum";"centro";"mais de squerda";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098585";"f84d8e22-0cdf-43da-a5c5-98ac69e08562";"2017-03-26T21:24:27";"224"
"2017-03-26T15:11:45.338-03";"5068b7a60a4be669";"Camila";"1";"";"49";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098586";"cb3097cb-e1c6-4bfe-a6aa-b652dfe7ee10";"2017-03-26T21:24:27";"225"
"2017-03-26T15:19:37.102-03";"5068b7a60a4be669";"Camila";"1";"";"78";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"sim";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098587";"048283dc-aaf0-42c9-89a1-672d3d6738ad";"2017-03-26T21:24:28";"226"
"2017-03-26T15:23:47.395-03";"5068b7a60a4be669";"Camila";"1";"";"78";"Nenhum";"centro";"mais de direita";"nada conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098588";"1ca6fcf7-107c-41bb-9307-1762e538b3eb";"2017-03-26T21:24:28";"227"
"2017-03-26T15:32:15.367-03";"5068b7a60a4be669";"Camila";"1";"";"59";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098589";"49787c66-1d8d-4564-9d5d-1f606d4a7ab8";"2017-03-26T21:24:29";"228"
"2017-03-26T15:43:29.018-03";"5068b7a60a4be669";"Camila";"1";"";"33";"Outro";"centro";"mais de direita";"não sei";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098590";"0eb4ea7b-cc27-4fc2-b5b0-dbc8676d386e";"2017-03-26T21:24:30";"229"
"2017-03-26T15:56:17.989-03";"5068b7a60a4be669";"Camila";"1";"";"59";"PSDB";"de direita";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"não sei";"concorda";"concorda";"não concorda";"não sei";"não sei";"concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098591";"d4498bde-2e2a-496d-8e23-ac206f384ca1";"2017-03-26T21:24:30";"230"
