"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-26T15:40:13.637-03";"7524f3d2571a3d03";"Guilherme";"2";"";"67";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"feminino";"até R$1880,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098921";"a28adeef-4df5-4194-88bf-672c2cb5661d";"2017-03-26T21:52:19";"470"
"2017-03-26T16:01:33.348-03";"7524f3d2571a3d03";"Guilherme";"2";"";"35";"NOVO";"centro";"não sei";"não sei";"muito feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098922";"a601ac9c-9a0b-40bf-b98b-8dc92fa76a96";"2017-03-26T21:52:20";"471"
"2017-03-26T16:10:29.819-03";"7524f3d2571a3d03";"Guilherme";"2";"";"30";"NOVO";"nada disso";"";"não sei";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não sei";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"até R$1880,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098923";"074e2fd2-4301-409f-bfe6-d0608c0265aa";"2017-03-26T21:52:20";"472"
"2017-03-26T16:17:54.299-03";"7524f3d2571a3d03";"Guilherme";"2";"";"29";"NOVO";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"";"não";"não";"";"feminino";"até R$1880,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098924";"a1139a74-85af-4dd3-b402-ac64ccffe032";"2017-03-26T21:52:21";"473"
"2017-03-26T16:25:42.427-03";"7524f3d2571a3d03";"Guilherme";"2";"";"49";"Nenhum";"centro";"mais de direita";"muito conservador";"nada feminista";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"amarela";"";"vgn2sjciR5Jk9msQGsMPxT";"3098925";"e7acd680-48ab-434d-b92e-a101b3d81486";"2017-03-26T21:52:22";"474"
"2017-03-26T16:34:13.933-03";"7524f3d2571a3d03";"Guilherme";"2";"";"50";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098926";"d47c3f1b-a97e-4d76-ac41-564a82c55a5e";"2017-03-26T21:52:22";"475"
"2017-03-26T16:39:53.975-03";"7524f3d2571a3d03";"Guilherme";"2";"";"22";"PSDB";"centro";"mais de direita";"nada conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"preta";"";"vgn2sjciR5Jk9msQGsMPxT";"3098927";"7446597d-1a5f-413c-9805-ea24ea01b2ef";"2017-03-26T21:52:23";"476"
"2017-03-26T16:47:12.545-03";"7524f3d2571a3d03";"Guilherme";"2";"";"44";"Nenhum";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098928";"6c5ffab0-2444-4179-a4c5-565abcc503ed";"2017-03-26T21:52:24";"477"
"2017-03-26T16:54:58.558-03";"7524f3d2571a3d03";"Guilherme";"2";"";"27";"Não sei";"não sei";"";"pouco conservador";"nada feminista";"muito antipetista";"";"não sei";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"não";"não";"";"masculino";"até R$1880,00";"ensino superior incompleto";"preta";"";"vgn2sjciR5Jk9msQGsMPxT";"3098929";"cedf30c1-6027-4b73-9d74-5ee98f17ff99";"2017-03-26T21:52:25";"478"
"2017-03-26T17:04:28.589-03";"7524f3d2571a3d03";"Guilherme";"2";"";"42";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino superior completo";"preta";"";"vgn2sjciR5Jk9msQGsMPxT";"3098930";"e8c75774-8509-4990-b232-c1e43d259e67";"2017-03-26T21:52:27";"479"
"2017-03-26T17:13:26.448-03";"7524f3d2571a3d03";"Guilherme";"2";"";"41";"PSDB";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098931";"96ddf7a2-f3f1-4d6e-bed0-64ac7300bca6";"2017-03-26T21:52:28";"480"
"2017-03-26T17:21:06.228-03";"7524f3d2571a3d03";"Guilherme";"2";"";"54";"DEM";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098932";"84e68603-9791-4ee6-8a52-a3587715a267";"2017-03-26T21:52:28";"481"
"2017-03-26T17:26:12.123-03";"7524f3d2571a3d03";"Guilherme";"2";"";"48";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098933";"4431057a-339c-4ccc-81e7-100adc00c2c6";"2017-03-26T21:52:30";"482"
"2017-03-26T17:39:32.770-03";"7524f3d2571a3d03";"Guilherme";"2";"";"55";"NOVO";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098934";"b5f7a59e-8149-4b50-b563-4b78cb56d6b7";"2017-03-26T21:52:30";"483"
"2017-03-26T17:47:12.687-03";"7524f3d2571a3d03";"Guilherme";"2";"";"61";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098935";"b3860788-0427-4a54-96ae-d56a6139e1c0";"2017-03-26T21:52:31";"484"
"2017-03-26T17:58:37.597-03";"7524f3d2571a3d03";"Guilherme";"2";"";"63";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"pouco antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098937";"92a6d2cb-176e-47ec-a81b-b47df4d6d6c9";"2017-03-26T21:52:31";"485"
"2017-03-26T18:14:17.131-03";"7524f3d2571a3d03";"Guilherme";"2";"";"24";"PSDB";"nada disso";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"concorda";"";"não";"não";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098938";"292950bf-d74f-4cf1-bf4d-50c4e69657e3";"2017-03-26T21:52:32";"486"
"2017-03-26T18:20:08.008-03";"7524f3d2571a3d03";"Guilherme";"2";"";"21";"DEM";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098939";"6e73d864-528e-4a9c-b793-7cdb5ba851fd";"2017-03-26T21:52:32";"487"
"2017-03-26T14:18:45.837-03";"42e38a977afec3bd";"Bruna";"2";"";"69";"NOVO";"centro";"não sei";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098941";"78d6dd17-946a-40ba-b9ba-ac0a27e9c22a";"2017-03-26T21:53:59";"488"
"2017-03-26T14:27:00.205-03";"42e38a977afec3bd";"Bruna";"2";"";"41";"Nenhum";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098942";"8d718a3a-c307-4320-b6e7-f1002b90c224";"2017-03-26T21:54:00";"489"
"2017-03-26T14:33:35.268-03";"42e38a977afec3bd";"Bruna";"2";"";"41";"Nenhum";"nada disso";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não sei";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"";"não";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098943";"6f02d3b8-c610-4746-b5cb-e6f141945788";"2017-03-26T21:54:00";"490"
"2017-03-26T14:42:37.333-03";"42e38a977afec3bd";"Bruna";"2";"";"50";"PSDB";"centro";"mais de direita";"nada conservador";"muito feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098944";"8e0d7021-5255-432f-9caa-d7aae34e603c";"2017-03-26T21:54:01";"491"
"2017-03-26T14:51:35.901-03";"42e38a977afec3bd";"Bruna";"2";"";"72";"PSDB";"de direita";"";"pouco conservador";"muito feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098945";"0a287db4-bfaf-4e3e-9700-3ffc46c49118";"2017-03-26T21:54:02";"492"
"2017-03-26T14:59:44.853-03";"42e38a977afec3bd";"Bruna";"2";"";"32";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098946";"12ea5971-db37-4476-bda1-ee0a604c63ef";"2017-03-26T21:54:03";"493"
"2017-03-26T15:09:31.785-03";"42e38a977afec3bd";"Bruna";"2";"";"59";"NOVO";"centro";"mais de direita";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098947";"5454358a-40f7-4bc1-8c78-75436d4d9ee7";"2017-03-26T21:54:03";"494"
"2017-03-26T15:21:16.124-03";"42e38a977afec3bd";"Bruna";"2";"";"50";"Nenhum";"centro";"mais de squerda";"muito conservador";"muito feminista";"muito antipetista";"";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098948";"8c288757-626a-4716-b729-88901bd30c05";"2017-03-26T21:54:04";"495"
"2017-03-26T15:28:53.027-03";"42e38a977afec3bd";"Bruna";"2";"";"60";"PSDB";"centro";"mais de squerda";"pouco conservador";"muito feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098949";"ce326b48-c076-40d5-9bdb-02dd089c31de";"2017-03-26T21:54:06";"496"
"2017-03-26T15:37:38.869-03";"42e38a977afec3bd";"Bruna";"2";"";"30";"Outro";"de esquerda";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098950";"8becb5f6-c066-47fe-9e63-ba4a5c7c4586";"2017-03-26T21:54:07";"497"
"2017-03-26T15:44:12.435-03";"42e38a977afec3bd";"Bruna";"2";"";"63";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098951";"4adac4f0-a4f3-4a65-b3ee-51ba40231591";"2017-03-26T21:54:08";"498"
"2017-03-26T15:53:15.191-03";"42e38a977afec3bd";"Bruna";"2";"";"59";"Nenhum";"centro";"não sei";"muito conservador";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098952";"108458c9-1a6d-4306-989b-cd19102be038";"2017-03-26T21:54:09";"499"
"2017-03-26T16:01:54.159-03";"42e38a977afec3bd";"Bruna";"2";"";"56";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098953";"4bc3ccf0-36de-4442-afec-515b4f63803e";"2017-03-26T21:54:10";"500"
"2017-03-26T16:11:36.216-03";"42e38a977afec3bd";"Bruna";"2";"";"60";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"não";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098954";"dad0ef42-cf8e-4c54-990f-71dabfc5fec6";"2017-03-26T21:54:11";"501"
"2017-03-26T16:18:44.828-03";"42e38a977afec3bd";"Bruna";"2";"";"64";"PSDB";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098955";"34e477c4-804a-4dad-9224-15ce33e57adc";"2017-03-26T21:54:11";"502"
"2017-03-26T16:28:29.197-03";"42e38a977afec3bd";"Bruna";"2";"";"62";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098956";"15c43903-778e-4952-8847-9e9c6fef6b5d";"2017-03-26T21:54:12";"503"
"2017-03-26T16:35:10.181-03";"42e38a977afec3bd";"Bruna";"2";"";"50";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não sei";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098957";"0f082bdd-6ef6-4efb-9931-a70d77e2b45e";"2017-03-26T21:54:12";"504"
"2017-03-26T16:42:20.226-03";"42e38a977afec3bd";"Bruna";"2";"";"48";"NOVO";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098958";"d7ac69ff-74d3-4c01-bf40-ad54bdc23e66";"2017-03-26T21:54:13";"505"
"2017-03-26T17:11:52.188-03";"42e38a977afec3bd";"Bruna";"2";"";"56";"NOVO";"centro";"mais de direita";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098959";"49299839-5d95-4c98-bbdb-54b1beb049ba";"2017-03-26T21:54:13";"506"
"2017-03-26T17:18:10.680-03";"42e38a977afec3bd";"Bruna";"2";"";"52";"PSDB";"centro";"não sei";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098960";"00b3e636-74be-473d-b93e-265597a68bb8";"2017-03-26T21:54:14";"507"
