Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
02/04/2016 20:18:54,Uirá,18:00:00,3,59,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não conhece,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,8
02/04/2016 20:22:54,Uirá,06:10:00,3,33,Feminino,de R$ 1.760 a R$ 2.640,ensino médio completo,Branca,veio atendendo convocação do sindicato ou movimento,Nada satisfeito,Não confia,Não confia,Não conhece,Não conhece,Não conhece,Não conhece,Não conhece,Confia pouco,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,Não concordo,É grave,Não sei/não conheço,É grave,É grave,É grave,Não concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Não concorda,Não sei,9
02/04/2016 20:27:45,Uirá,18:55:00,3,23,Feminino,"até R$ 1.760,00",ensino médio completo,,veio atendendo convocação do sindicato ou movimento,Nada satisfeito,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Não conhece,Não conhece,Confia muito,Confia muito,Não conhece,Não conhece,Confia muito,Não conhece,Não conhece,Confia muito,Não conhece,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Não conhece,Confia pouco,Não confia,Não conhece,Não confia,Confia pouco,nada,pouco,nada,Não sei,Não concordo,Não concordo,Concordo em parte,Não concordo,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Não sei,Não concorda,Não sei,Não concorda,Não sei,Concorda,Não sei,Concorda,10
02/04/2016 20:31:07,Uirá,19:04:00,3,22,Feminino,"até R$ 1.760,00",ensino médio completo,Branca,veio atendendo convocação do sindicato ou movimento,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não conhece,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,nada,muito,muito,Concordo em parte,Concordo em parte,Não concordo,Concordo em parte,Concordo em parte,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Não sei,Concorda,Não sei,Não concorda,Não sei,Concorda,Não sei,Concorda,11
02/04/2016 22:46:16,Flavia Loss de Araujo,19:00:00,3,29,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,nada,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,6
02/04/2016 22:50:11,Flavia Loss de Araujo,19:20:00,3,57,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,pouco,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Concorda,Concorda,Concorda,Não concorda,7
02/04/2016 22:54:11,Flavia Loss de Araujo,19:40:00,3,27,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Concorda,Concorda,8
02/04/2016 22:59:18,Flavia Loss de Araujo,19:45:00,3,21,Masculino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,9
02/04/2016 23:04:00,Flavia Loss de Araujo,19:50:00,3,,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não sei,Não concorda,Concorda,Concorda,Concorda,10
02/04/2016 23:07:21,Flavia Loss de Araujo,20:00:00,3,23,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Confia muito,Não confia,pouco,muito,muito,Não concordo,Não concordo,,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Não concorda,Não concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,11
02/04/2016 23:08:00,Alan Ferreira Silva,16:15:00,IV Sé,31,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Indígena,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia pouco,Confia pouco,Não confia,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,nada,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,1
02/04/2016 23:12:52,Alan Ferreira Silva,16:20:00,IV - Sé,60,Masculino,"até R$ 1.760,00",ensino fundamental incompleto,Parda,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não conhece,Não confia,Confia muito,nada,nada,nada,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,Não sei,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não sei,Concorda,Não concorda,Concorda,2
02/04/2016 23:19:06,Alan Ferreira Silva,17:00:00,IV - Sé,,Masculino,"até R$ 1.760,00",ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,nada,Concordo totalmente,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Concorda,Concorda,Não concorda,Concorda,3
02/04/2016 23:24:55,Alan Ferreira Silva,17:13:00,IV Sé,,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,4
02/04/2016 23:33:23,Alan Ferreira Silva,17:36:00,IV - Sé,53,Masculino,de R$ 4.400 a R$ 8.800,ensino fundamental incompleto,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia muito,Não confia,nada,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,Não concordo,Concordo totalmente,É grave,Não é grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Concorda,Concorda,Concorda,Concorda,5
02/04/2016 23:39:34,Alan Ferreira Silva,17:44:00,IV - Sé,,Feminino,"até R$ 1.760,00",ensino fundamental incompleto,Preta,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não conhece,Não conhece,Não conhece,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,muito,nada,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Não concorda,Não concorda,Concorda,Concorda,Não sei,Concorda,Não sei,Não sei,6
02/04/2016 23:49:13,Alan Ferreira Silva,17:54:00,IV - Sé,18,Masculino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,Branca,veio espontaneamente,Nada satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Confia pouco,Não conhece,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,7
02/04/2016 23:54:43,Alan Ferreira Silva,18:00:00,IV Sé,,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Parda,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,8
03/04/2016 00:00:31,Alan Ferreira Silva,18:25:00,IV Sé,54,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Confia pouco,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,Não concorda,9
03/04/2016 00:06:04,Alan Ferreira Silva,18:33:00,IV - Sé,35,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não conhece,Não confia,Não confia,Não confia,Confia pouco,Não confia,,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,muito,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,Não é grave,É grave,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,10
03/04/2016 00:11:17,Alan Ferreira Silva,18:37:00,IV - Sé,34,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,muito,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não sei,Não sei,Concorda,Não concorda,Não concorda,11
03/04/2016 00:17:16,Alan Ferreira Silva,18:10:00,Sé - IV,57,Feminino,acima de R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não conhece,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia muito,Confia pouco,nada,nada,muito,Concordo totalmente,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,12
03/04/2016 00:27:38,Alan Ferreira Silva,18:15:00,IV Sé,56,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não conhece,Não conhece,Não conhece,Não confia,,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,nada,pouco,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Não concordo,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,13
03/04/2016 00:33:33,Alan Ferreira Silva,18:50:00,IV Sé,50,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,muito,muito,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,14
03/04/2016 00:37:49,Alan Ferreira Silva,19:00:00,IV Sé,,Masculino,de R$ 1.760 a R$ 2.640,ensino superior completo,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia muito,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Concorda,Não sei,Não sei,Concorda,Não concorda,Não sei,Não sei,Não sei,35
03/04/2016 00:43:19,Alan Ferreira Silva,19:30:00,IV Sé,,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Confia muito,Confia pouco,pouco,pouco,nada,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,Não sei/não conheço,Não sei/não conheço,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Não sei,16
03/04/2016 00:48:12,Alan Ferreira Silva,19:45:00,IV Sé,,Masculino,"até R$ 1.760,00",ensino superior incompleto,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,Não sei/não conheço,Não sei/não conheço,Não concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não sei,17
03/04/2016 00:53:33,Alan Ferreira Silva,19:55:00,IV Sé,,Masculino,de R$ 1.760 a R$ 2.640,ensino médio incompleto,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,18
03/04/2016 01:00:07,Alan Ferreira Silva,20:10:00,IV Sé,,Masculino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Concorda,Concorda,Concorda,Não concorda,19
03/04/2016 01:18:24,Alan Ferreira Silva,20:17:00,IV Sé,,Feminino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,pouco,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Não concorda,20
03/04/2016 01:23:26,Alan Ferreira Silva,20:24:00,IV Sé,37,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não conhece,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,pouco,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Não concorda,Não concorda,Concorda,Concorda,Não concorda,21
03/04/2016 01:28:20,Alan Ferreira Silva,20:35:00,IV Sé,47,Masculino,de R$ 1.760 a R$ 2.640,ensino médio completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Confia pouco,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não conhece,Não conhece,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia muito,Não confia,nada,nada,nada,Concordo em parte,Concordo totalmente,Não concordo,Concordo em parte,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Não concorda,Não sei,Concorda,Não sei,Não sei,22
03/04/2016 01:33:32,Alan Ferreira Silva,20:47:00,IV Sé,51,Masculino,de R$ 1.760 a R$ 2.640,ensino médio completo,Parda,veio espontaneamente,Pouco satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Não confia,Não conhece,Confia pouco,Não confia,nada,nada,nada,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Não sei,Não concorda,Não sei,Concorda,Concorda,Não sei,23
03/04/2016 01:52:31,Alan Ferreira Silva,20:57:00,IV Sé,,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não conhece,muito,pouco,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Não concorda,Concorda,Concorda,Não concorda,Não concorda,24
03/04/2016 01:58:40,Alan Ferreira Silva,21:15:00,IV Sé,,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Concorda,Concorda,Não sei,Não concorda,25
