Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
01/04/2016 12:10:31,Kauê Avanzi,19:48:00,III,27,Feminino,"até R$ 1.760,00",ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,muito,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Concorda,Não sei,Concorda,Não concorda,Não sei,17
01/04/2016 12:13:28,Kauê Avanzi,19:26:00,III,,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia pouco,pouco,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Não concorda,Não concorda,Não concorda,Não concorda,Não concorda,18
01/04/2016 12:16:57,Kauê Avanzi,19:32:00,III,53,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não conhece,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não sei,Não concorda,Não sei,Concorda,Não concorda,Não sei,19
01/04/2016 12:19:46,Kauê Avanzi,19:55:00,III,34,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,20
01/04/2016 12:22:43,Kauê Avanzi,20:06:00,III,40,Feminino,"até R$ 1.760,00",ensino médio completo,Parda,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Não conhece,Confia muito,Confia muito,Não conhece,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,Não conhece,Não conhece,Não confia,Não conhece,Confia muito,Confia muito,nada,nada,nada,Concordo totalmente,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Concorda,Concorda,Não sei,Concorda,Concorda,Concorda,21
01/04/2016 12:23:45,Renan,18:25:00,1,39,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,9
01/04/2016 12:25:32,Kauê Avanzi,20:15:00,III,46,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Branca,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não conhece,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,22
01/04/2016 12:28:29,Renan,18:35:00,1,22,Feminino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Não sei,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,10
01/04/2016 12:29:08,Kauê Avanzi,20:24:00,III,23,Masculino,acima de R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Não conhece,Confia pouco,Confia pouco,Confia pouco,Não confia,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não sei,Não sei,Não sei,Não sei,23
01/04/2016 12:32:16,Kauê Avanzi,20:32:00,III,34,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,nada,nada,pouco,Não concordo,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Não concorda,Não sei,Não concorda,24
01/04/2016 12:35:09,Kauê Avanzi,20:40:00,III,27,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,nada,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Concorda,Concorda,Não concorda,25
01/04/2016 12:42:58,Renan ,18:44:00,1,54,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,pouco,Não concordo,Não sei,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não é grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Não sei,11
01/04/2016 12:54:48,Renan ,18:50:00,1,37,Feminino,acima de R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,nada,pouco,muito,Concordo em parte,Concordo em parte,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Não sei,Não sei,Não concorda,12
01/04/2016 13:12:25,fernando arroyo,16:50:00,se,49,Feminino,"até R$ 1.760,00",ensino fundamental incompleto,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não conhece,Confia pouco,Confia pouco,Confia muito,Confia muito,Não conhece,Não conhece,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,muito,Não concordo,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,Não sei/não conheço,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,1
01/04/2016 13:48:10,Renan ,07:05:00,1,39,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Não sei,Concorda,Não concorda,Não concorda,Concorda,Concorda,Não sei,13
01/04/2016 13:16:55,fernando arroyo,17:00:00,se(4),48,Masculino,acima de R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,Não é grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Concorda,Concorda,Não concorda,2
01/04/2016 13:21:49,fernando arroyo,17:11:00,se(4),28,Masculino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,pouco,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Não concorda,3
01/04/2016 13:25:44,fernando arroyo,17:20:00,se(4),60,Masculino,de R$ 8.800 a R$ 17.600,ensino médio incompleto,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não conhece,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,muito,pouco,muito,Concordo totalmente,Não concordo,Não sei,Não sei,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,4
01/04/2016 13:30:10,fernando arroyo,17:24:00,se(4),60,Masculino,de R$ 8.800 a R$ 17.600,ensino médio completo,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não conhece,Confia muito,Não confia,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,muito,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,5
01/04/2016 13:33:33,fernando arroyo,17:32:00,se (4),33,Feminino,"até R$ 1.760,00",ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Não confia,Confia muito,Não confia,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,nada,pouco,muito,Não concordo,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não sei/não conheço,Não sei/não conheço,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Não concorda,6
01/04/2016 13:36:57,fernando arroyo,17:41:00,se(4),52,Masculino,acima de R$ 17.600,ensino superior completo,Branca,veio espontaneamente,,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,,Não confia,Confia muito,Não confia,Confia muito,,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,nada,nada,muito,Não sei,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não sei,Concorda,Não sei,Não concorda,Concorda,Concorda,Concorda,8
01/04/2016 13:40:45,fernando arroyo,18:00:00,se 4,60,Feminino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não conhece,Não confia,Confia muito,Confia muito,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não conhece,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Confia pouco,Confia muito,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não sei,Não concorda,Concorda,Concorda,9
01/04/2016 13:44:04,fernando arroyo,18:11:00,se 4,43,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Confia pouco,Confia muito,Confia pouco,Não confia,Confia pouco,Não conhece,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não conhece,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,nada,pouco,nada,,Concordo totalmente,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Não concorda,Não concorda,Não concorda,Não concorda,Não concorda,Não sei,Concorda,Concorda,10
