"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para concluir o bloco gostaria de fazer duas perguntas:";"A cassação da chapa Dilma/Temer está sendo discutida no Tribunal Superior Eleitoral e se aprovada Michel Temer perde o mandato. Você é a favor da cassação da chapa pelo TSE?";"Se Lula for candidato você pretende votar nele nas próximas eleições?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Religião:";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-31T17:23:29.630-03";"42e38a977afec3bd";"Veri";"1";"";"46";"PT";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164087";"941185ed-976b-45be-a421-ddfab4341342";"2017-03-31T23:16:38";"319"
"2017-03-31T17:30:03.617-03";"42e38a977afec3bd";"Veri";"1";"";"42";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164088";"8cf08047-3eed-42f0-8bf2-f9e62c7210cf";"2017-03-31T23:16:38";"320"
"2017-03-31T17:38:40.183-03";"42e38a977afec3bd";"Veri";"1";"";"48";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164089";"e723a2fd-0052-4076-9255-223c74038c86";"2017-03-31T23:16:39";"321"
"2017-03-31T17:46:05.206-03";"42e38a977afec3bd";"Veri";"1";"";"34";"PCdoB";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164090";"f55e4dc1-bafc-4b9c-9ec8-d02a310ef75d";"2017-03-31T23:16:39";"322"
"2017-03-31T17:51:59.887-03";"42e38a977afec3bd";"Veri";"1";"";"49";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164091";"f08b857f-a83c-456b-a44d-6b05dabc8ceb";"2017-03-31T23:16:40";"323"
"2017-03-31T17:56:34.792-03";"42e38a977afec3bd";"Veri";"1";"";"30";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164092";"c9e00dd7-c76f-4c15-b1f9-c31b831ece47";"2017-03-31T23:16:40";"324"
"2017-03-31T18:02:39.405-03";"42e38a977afec3bd";"Veri";"1";"";"38";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164093";"538fde2a-717b-4058-bc45-6807d84691b3";"2017-03-31T23:16:41";"325"
"2017-03-31T18:08:04.894-03";"42e38a977afec3bd";"Veri";"1";"";"54";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164094";"9e04e5f0-1b16-42c4-8308-6d54880abdb6";"2017-03-31T23:16:41";"326"
"2017-03-31T18:16:23.724-03";"42e38a977afec3bd";"Veri";"1";"";"58";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164095";"d3264ccf-bfc6-46ea-8ec0-b9f03f793fd0";"2017-03-31T23:16:42";"327"
"2017-03-31T18:22:38.508-03";"42e38a977afec3bd";"Veri";"1";"";"46";"PSOL";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"";"sim";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"evangélica não pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3164096";"9430eebd-2289-4731-b7f2-abde45c463aa";"2017-03-31T23:16:42";"328"
"2017-03-31T18:31:05.914-03";"42e38a977afec3bd";"Veri";"1";"";"52";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"até R$1880,00";"ensino médio completo";"outra";"Negra";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164097";"8aab7a62-8fe1-42bc-99a0-0dd5705ff9c8";"2017-03-31T23:16:43";"329"
"2017-03-31T18:39:45.978-03";"42e38a977afec3bd";"Veri";"1";"";"29";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"até R$1880,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164098";"dfd600f4-c798-4d6a-9cb2-8347a1962d57";"2017-03-31T23:16:43";"330"
"2017-03-31T18:45:41.302-03";"42e38a977afec3bd";"Veri";"1";"";"56";"PT";"centro";"mais de squerda";"pouco conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"até R$1880,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164099";"eaa9c992-3e2f-4b2e-afa1-26258310f71c";"2017-03-31T23:16:44";"331"
"2017-03-31T18:53:55.951-03";"42e38a977afec3bd";"Veri";"1";"";"45";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164100";"48570720-be60-45f7-82f0-6b5ff2a7a96e";"2017-03-31T23:16:45";"332"
"2017-03-31T19:14:05.059-03";"42e38a977afec3bd";"Veri";"1";"";"49";"PSOL";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"outra";"Budista";"vQEVL8NJxFQs3kcu22s4A4";"3164101";"c24b749b-1e78-42ba-8587-0a40de49a16d";"2017-03-31T23:16:46";"333"
"2017-03-31T19:21:23.671-03";"42e38a977afec3bd";"Veri";"1";"";"33";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164102";"63b46a9f-024e-4c99-9f1a-29afc6c59fff";"2017-03-31T23:16:46";"334"
"2017-03-31T16:22:20.536-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"37";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164108";"c84409b0-4c8d-4e0f-8135-d549854183c6";"2017-03-31T23:24:42";"335"
"2017-03-31T16:27:36.321-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"32";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164109";"2f0860e2-7b50-4b1a-bb84-a6f5599d8476";"2017-03-31T23:24:43";"336"
"2017-03-31T16:34:22.639-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"35";"Outro";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"não sei";"";"feminino";"até R$1880,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164110";"f3e304d8-9de3-4cb8-a082-16a09dbe1fb5";"2017-03-31T23:24:44";"337"
"2017-03-31T16:40:16.216-03";"ac:d0:74:76:78:ea";"Hudd";"Q";"";"37";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164111";"d3629d67-e1d3-4e9e-8ded-f7070b0433e6";"2017-03-31T23:24:44";"338"
"2017-03-31T16:45:56.859-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"27";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164112";"fa0211da-1e4c-474f-a7d4-a76f159dfc95";"2017-03-31T23:24:45";"339"
"2017-03-31T16:50:27.243-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"43";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164113";"e2003d5b-bd7c-47dd-85ce-857f09b7de4b";"2017-03-31T23:24:45";"340"
"2017-03-31T17:01:54.585-03";"ac:d0:74:76:78:ea";"Hufs";"1";"";"40";"PCdoB";"de esquerda";"";"nada conservador";"nada feminista";"pouco antipetista";"";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"outra";"Miscigenado";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164114";"d2206271-941d-4f64-aefa-ca29fa4f1acd";"2017-03-31T23:24:46";"341"
"2017-03-31T17:13:54.000-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"67";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164115";"94c4e252-880a-47b7-932a-9ab42b3e9a91";"2017-03-31T23:24:46";"342"
"2017-03-31T17:20:01.402-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"54";"PCdoB";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164116";"b83eb7da-9314-4c33-ae2c-61427e2f74ec";"2017-03-31T23:24:47";"343"
"2017-03-31T17:31:43.578-03";"ac:d0:74:76:78:ea";"Huds";"R";"";"17";"Nenhum";"centro";"mais de direita";"muito conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"sim";"não";"";"feminino";"até R$1880,00";"ensino médio incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164117";"5d356099-7b44-4570-8dbf-2d59d0293feb";"2017-03-31T23:24:48";"344"
"2017-03-31T17:48:53.631-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"43";"PT";"nada disso";"";"muito conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164118";"10cd768d-5e39-4302-b5fd-86004ec515fa";"2017-03-31T23:24:48";"345"
"2017-03-31T17:53:29.757-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"48";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164119";"7da5625d-4671-4ade-99b6-4bc19978639c";"2017-03-31T23:24:49";"346"
"2017-03-31T18:10:33.850-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"18";"Nenhum";"não sei";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não sei";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164120";"cd86a16c-06c8-487e-81c6-cf6900b07803";"2017-03-31T23:24:50";"347"
"2017-03-31T18:15:48.647-03";"ac:d0:74:76:78:ea";"Huds";"Tf";"";"30";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164121";"80d16e01-1a8e-4f61-923a-2ffa942fac4f";"2017-03-31T23:24:50";"348"
"2017-03-31T18:39:26.764-03";"ac:d0:74:76:78:ea";"Huds";"Q";"";"52";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"preta";"";"outra";"Todas";"vQEVL8NJxFQs3kcu22s4A4";"3164122";"9a378ede-13ca-4f96-a95b-8b97360ce92e";"2017-03-31T23:24:52";"349"
"2017-03-31T18:50:08.868-03";"ac:d0:74:76:78:ea";"Huds";"T";"";"21";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164123";"65b1b223-3080-46d0-a935-f4ebd672e9ca";"2017-03-31T23:24:53";"350"
"2017-03-31T19:00:02.265-03";"ac:d0:74:76:78:ea";"Huds";"U";"";"20";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino médio completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164124";"c16adb49-4b36-43ef-b860-528979f6ad35";"2017-03-31T23:24:54";"351"
"2017-03-31T19:03:59.355-03";"ac:d0:74:76:78:ea";"Huds";"E";"";"29";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164125";"233c476d-acf2-4245-a4f7-00039d70bedf";"2017-03-31T23:24:54";"352"
"2017-03-31T19:11:19.295-03";"ac:d0:74:76:78:ea";"Hudd";"E";"";"26";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164126";"ad3655f3-04b2-4858-9944-f5707492381b";"2017-03-31T23:24:55";"353"
"2017-03-31T19:21:39.876-03";"ac:d0:74:76:78:ea";"Huds";"R";"";"61";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164127";"2cd5bd32-124c-44bf-a416-a4b874b75f54";"2017-03-31T23:24:56";"354"
"2017-03-31T19:27:33.097-03";"ac:d0:74:76:78:ea";"Hfd";"R";"";"43";"Nenhum";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164128";"fbeda7ea-ebac-44d5-aee6-db900d873207";"2017-03-31T23:24:56";"355"
