"start";"end";"Olá, estamos fazendo uma pesquisa acadêmica para conhecer os participantes da marcha. Você poderia responder umas perguntas? Não vai levar mais do que 5 minutos e você não precisa nos dizer o seu nome. ";"Qual é sua idade?";"Quais dos seguintes aspectos foram mais marcantes no assassinato de Marielle Franco? ";"Ela ser uma mulher negra:";"Ela ser uma vereadora eleita: ";"Ela ser uma representante da favela:";"Ela ser uma política íntegra:";"Ela ser defensora de direitos humanos:";"Você é a favor da intervenção do governo federal na segurança pública no Rio de Janeiro?";"Você acha que o exército deve auxiliar a polícia no combate ao crime nas grandes cidades?";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/junho de 2013";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/pedindo o impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/contrária ao impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/parada LGBT (parada Gay)";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/marcha da maconha";"Em quais desses veículos de notícia e opinião você confia? (as respostas são: "confia", "não confia" e "não sei")";"Jornal Folha de São Paulo";"Revista Veja";"Portal UOL";"Site Brasil 247";"Site Noticias Brasil Online";"Site Diário do Centro do Mundo";"Site O Diário Nacional";"Agora, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica mais?";"Outro:";"Algumas perguntas agora sobre como você se define.";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador(a)?";"Você se considera feminista?";"Você se considera antipetista?";"Para terminar, queria agora saber um pouco de você.";"Sexo:";"Outro:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"Outra:";"E qual é a sua religião? ";"Outra:";"Muito obrigado pelas respostas!";"_id";"_uuid";"_submission_time";"_index"
"2018-03-18T16:03:28.677-03";"2018-03-18T16:08:58.808-03";"";"50";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"confia";"não sei";"não sei";"PT";"";"";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"católica";"";"";"9218356";"9210911a-8004-4288-af40-256c7bab2bf8";"2018-03-18T21:48:06";"35"
"2018-03-18T16:10:13.014-03";"2018-03-18T16:14:20.616-03";"";"24";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"confia";"não confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino médio completo";"branca";"";"nenhuma";"";"";"9218357";"0e44f67c-5245-414b-8b1a-0c5d7e3812d7";"2018-03-18T21:48:08";"36"
"2018-03-18T16:17:12.290-03";"2018-03-18T16:21:26.557-03";"";"34";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"confia";"não confia";"não confia";"não confia";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218358";"f418a625-415d-4c80-9702-c02ce9b045cf";"2018-03-18T21:48:09";"37"
"2018-03-18T16:26:35.017-03";"2018-03-18T16:33:09.196-03";"";"57";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior incompleto";"branca";"";"católica";"";"";"9218360";"744d38ce-cdcf-44e7-a293-987a22b4123a";"2018-03-18T21:48:10";"38"
"2018-03-18T16:37:47.061-03";"2018-03-18T16:43:26.554-03";"";"46";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não sei";"";"";"";"";"";"";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de centro";"mais de esquerda";"pouco conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"espírita/ kardecista";"";"";"9218361";"f79175fc-ca82-4571-8b7b-3f0bf6e3daee";"2018-03-18T21:48:11";"39"
"2018-03-18T16:44:13.982-03";"2018-03-18T16:48:45.369-03";"";"50";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"umbanda";"";"";"9218362";"1f19a916-3c90-4766-b0ef-408afa0d4aac";"2018-03-18T21:48:12";"40"
"2018-03-18T16:53:14.453-03";"2018-03-18T16:59:22.034-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"outra";"Ateu";"";"9218363";"c2702ec8-a25f-4f89-b8f0-87b09631b93b";"2018-03-18T21:48:13";"41"
"2018-03-18T17:00:05.478-03";"2018-03-18T17:05:39.453-03";"";"32";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"confia";"não confia";"não sei";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"outra";"Não consegue definir";"nenhuma";"";"";"9218364";"5833d916-c7bc-4dd3-a059-b83513f463a6";"2018-03-18T21:48:14";"42"
"2018-03-18T17:09:14.346-03";"2018-03-18T17:15:31.041-03";"";"59";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino médio completo";"preta";"";"católica";"";"";"9218365";"5d11b693-6680-4963-9cf7-eed44133f565";"2018-03-18T21:48:15";"43"
"2018-03-18T17:19:24.391-03";"2018-03-18T17:23:32.044-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218366";"d5c5f776-1ed0-4bd4-95a7-478e8cb13751";"2018-03-18T21:48:15";"44"
"2018-03-18T17:25:46.405-03";"2018-03-18T17:31:32.732-03";"";"71";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"parda";"";"outra";"Agnóstica";"";"9218367";"16be9e86-7255-4fdc-9950-791cc6584dd8";"2018-03-18T21:48:16";"45"
"2018-03-18T17:37:45.701-03";"2018-03-18T17:42:10.228-03";"";"55";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218368";"325a773f-da6c-46f5-82c8-cea2e6501fa2";"2018-03-18T21:48:17";"46"
"2018-03-18T17:42:27.261-03";"2018-03-18T17:45:50.127-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"não sei";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218370";"f68bf3a8-dacd-4438-9e86-777b72c05752";"2018-03-18T21:48:18";"47"
"2018-03-18T17:47:39.898-03";"2018-03-18T17:51:32.572-03";"";"50";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218371";"4c993aad-4bb8-4251-8abb-9f5ef2a3225e";"2018-03-18T21:48:18";"48"
"2018-03-18T17:53:11.493-03";"2018-03-18T17:58:52.160-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não sei";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"nada disso";"";"muito conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior incompleto";"preta";"";"espírita/ kardecista";"";"";"9218372";"cb827a83-f5fa-44a7-aa02-62c7dfe371b0";"2018-03-18T21:48:19";"49"
"2018-03-18T13:27:19.460-03";"2018-03-18T13:31:06.123-03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9218378";"0d08070d-90bb-417e-9b1a-5d0c5546b90e";"2018-03-18T21:49:20";"50"
"2018-03-18T16:56:03.494-03";"2018-03-18T17:01:25.146-03";"";"44";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"outra";"Candomblé";"";"9218379";"c37ab28a-4c11-4a5c-a066-ad5dafd644d2";"2018-03-18T21:49:22";"51"
"2018-03-18T17:01:40.774-03";"2018-03-18T17:07:36.719-03";"";"64";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"sim";"sim";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não sei";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino médio incompleto";"branca";"";"nenhuma";"";"";"9218380";"3ff67e03-a799-4b93-801e-cd272e70d4a5";"2018-03-18T21:49:24";"52"
"2018-03-18T17:08:00.854-03";"2018-03-18T17:12:14.144-03";"";"53";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"confia";"não confia";"confia";"confia";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"acima de R$ 19.080";"ensino superior completo";"branca";"";"judaica";"";"";"9218382";"fcd46d13-b601-41a2-bba7-85650ada315a";"2018-03-18T21:49:25";"53"
"2018-03-18T17:12:18.425-03";"2018-03-18T17:17:09.561-03";"";"67";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218383";"ddbb7c8a-f1ca-4773-8591-0ba046f649a0";"2018-03-18T21:49:26";"54"
"2018-03-18T17:18:00.887-03";"2018-03-18T17:23:07.330-03";"";"60";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"outro";"Pco";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218384";"2205b2de-1b8a-41bb-8c59-aafb4d01ab53";"2018-03-18T21:49:27";"55"
"2018-03-18T17:24:51.654-03";"2018-03-18T17:28:44.061-03";"";"52";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 pedindo o impeachment da ex-presidente Dilma Rousseff contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"1";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218385";"0f8409d4-78c3-420a-b751-1a6233d03f65";"2018-03-18T21:49:28";"56"
"2018-03-18T17:31:05.049-03";"2018-03-18T17:35:23.938-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"confia";"não confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"outra";"budista";"";"9218386";"220ff911-4f6a-4ffd-b326-c60e6c548a33";"2018-03-18T21:49:29";"57"
"2018-03-18T17:48:38.729-03";"2018-03-18T17:53:09.783-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não sei";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior incompleto";"parda";"";"nenhuma";"";"";"9218387";"ceff0103-15a0-40af-9907-883f08906077";"2018-03-18T21:49:30";"58"
"2018-03-18T17:57:49.467-03";"2018-03-18T18:04:40.792-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"Rede";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218388";"2d407135-2b29-40e9-b21b-7e71e3bc9227";"2018-03-18T21:49:31";"59"
"2018-03-18T18:05:25.446-03";"2018-03-18T18:17:12.813-03";"";"31";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"não";"não";"";"";"";"";"";"";"";"não confia";"não confia";"confia";"confia";"confia";"não sei";"confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino médio completo";"preta";"";"nenhuma";"";"";"9218389";"92d00229-aba7-4dde-9439-a9281bbf190f";"2018-03-18T21:49:31";"60"
"2018-03-18T14:57:46.686-03";"2018-03-18T16:28:52.064-03";"";"42";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"não sei";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"branca";"";"católica";"";"";"9218394";"ce5be259-e41a-4173-9bcb-8192c83065a3";"2018-03-18T21:50:22";"61"
"2018-03-18T15:04:48.256-03";"2018-03-18T15:11:16.410-03";"";"16";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de centro";"mais de esquerda";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino médio incompleto";"branca";"";"nenhuma";"";"";"9218395";"00f6142f-a56d-43c2-b705-23b55dbb5502";"2018-03-18T21:50:23";"62"
"2018-03-18T15:11:56.222-03";"2018-03-18T15:17:39.558-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"confia";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218396";"5dd03525-1fa7-492a-a6a4-538a039c4984";"2018-03-18T21:50:24";"63"
"2018-03-18T15:18:17.524-03";"2018-03-18T15:25:26.636-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218398";"7bb7a8ae-4012-4abb-b93f-4d5b8c24f5b2";"2018-03-18T21:50:24";"64"
"2018-03-18T15:26:00.148-03";"2018-03-18T15:31:53.263-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"";"";"";"";"";"";"";"não sei";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"não sei";"muito feminista";"nada antipetista";"";"masculino";"";"até R$ 1.908";"ensino médio completo";"preta";"";"outra";"Candomblé";"";"9218399";"708c55e7-aea5-45c1-ac46-b319a4e7aa66";"2018-03-18T21:50:25";"65"
"2018-03-18T15:32:50.879-03";"2018-03-18T15:38:47.271-03";"";"21";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não sei";"não confia";"confia";"confia";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior incompleto";"preta";"";"nenhuma";"";"";"9218400";"c135abf4-7da4-4e2c-8fe3-1e54a5e114f0";"2018-03-18T21:50:25";"66"
"2018-03-18T15:39:42.351-03";"2018-03-18T15:45:55.052-03";"";"54";"";"muito marcante";"muito marcante";"muito marcante";"";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218401";"1ad42793-b365-4a51-9f8b-50c19e12315d";"2018-03-18T21:50:26";"67"
"2018-03-18T15:47:13.683-03";"2018-03-18T15:53:01.502-03";"";"46";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"outro";"Homossexuais";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"outra";"Negra";"umbanda";"";"";"9218402";"a5f84b58-4cd1-4e6c-9c34-8dd8f99f3906";"2018-03-18T21:50:26";"68"
"2018-03-18T15:53:44.899-03";"2018-03-18T15:59:15.001-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218403";"55b1b1e7-b918-4288-a8af-290bd2595232";"2018-03-18T21:50:27";"69"
"2018-03-18T16:06:45.627-03";"2018-03-18T16:11:44.374-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218404";"4c0846a7-e4c5-4280-b4c5-526991a339e5";"2018-03-18T21:50:28";"70"
"2018-03-18T16:14:19.869-03";"2018-03-18T16:19:12.336-03";"";"18";"";"não muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"nada disso";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino fundamental completo ";"branca";"";"nenhuma";"";"";"9218405";"3a5cfb79-3b45-4a62-a223-6a3659a928d5";"2018-03-18T21:50:29";"71"
