"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"304","Raíssa","14:23","1",24,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","2- não","2- não","2- não","3- não sei","1- sim","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- sim","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","João Doria"
"305","Raíssa","14:35","1",51,"Feminino","de R$ 3.940 a R$ 7.880","superior incompleto","branca",NA,"3- não satisfeito","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","2- PSDB","Datena"
"306","Raíssa","14:47","1",56,"Masculino","de R$ 3.940 a R$ 7.880","médio completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Mendonça Prado - Ota ","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB","Marta Suplicy"
"307","Raíssa","14:56","1",20,"Masculino","de R$ 2.364 a R$ 3.940","superior incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Nenhum","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","2- PSDB","Nenhum"
"308","Raíssa","15:07","1",19,"Feminino","acima de R$ 15.760","superior incompleto","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Nenhum","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não sei","1- muita","2- PSDB","Nenhum"
"309","Raíssa","15:15","1",38,"Masculino","acima de R$ 15.760","superior completo","parda",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Bolsonaro","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","2- PSDB","Nenhum"
"310","Raíssa","15:21","1",35,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","2- não","1- sim","2- não","2- não","1- sim","Marconi Perillo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- sim","1- muita","2- PSDB","Nenhum"
"311","Raíssa","15:29","1",38,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","Sena","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","3- Outros","Nenhum"
"312","Raíssa","15:37","1",37,"Masculino","de R$ 3.940 a R$ 7.880","superior incompleto","branca",NA,"2- pouco satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","Tiririca","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não sei","1- muita","2- PSDB","Datena"
"313","Raquel Andretto","15:45","3",63,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca","","3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","2- não","1- sim","1- sim","1- sim","Hélio Bicudo e Suplicy","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","nenhum","nenhum"
"314","Raquel Andretto","15:30","3",49,"Masculino","acima de R$ 15.760","fundamental completo","branca","","3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Gilberto Gil","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","Todos","nenhum"
"315","Raquel Andretto","15:10","3",36,"Masculino","de R$ 7.880 a R$ 15.760","médio incompleto","branca","","3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","2- não","1- sim","1- sim","Luciana Genro","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB","nenhum"
"316","Raquel Andretto","15:00","3",56,"Feminino","acima de R$ 15.760","superior completo","branca","","3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","2- não","2- não","2- não","2- não","1- sim","1- sim","Sérgio Moura","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- não","1- muita","todos","Datena"
"317","Raquel Andretto","14:50","3",38,"Masculino","de R$ 2.364 a R$ 3.940","fundamental completo","branca","","3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","1- sim","1- sim","2- não","3- não sei","1- sim","Fernando Henrique C.","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não sei","1- muita","1- PT","Haddad"
"318","Raquel Andretto","14:30","3",29,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","parda","","3- não satisfeito","3- não concordo","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","2- não","1- sim","1- sim","1- sim","1- sim","1- sim","Wilian Bonner","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- sim","1- muita","2- PSDB","Datena"
"319","Raquel Andretto","14:40","3",27,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","parda","","3- não satisfeito","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Não sabe","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","Todos","nenhum"
"320","Raquel Andretto","14:15","3",52,"Feminino","de R$ 1.576 a R$ 2.364","superior incompleto","preta","","3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","3- não sei","1- sim","1- sim","1- sim","2- não","1- sim","1- sim","Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- sim","1- muita","3- Outros","nenhum"
"321","Raquel Andretto","14:00","3",64,"Masculino","de R$ 3.940 a R$ 7.880","médio completo","preta","","3- não satisfeito","1- concordo totalmente","4- não sei","3- não concordo","3- não concordo","4- não sei","3- não concordo","1- grave","3- não sei","3- não sei","1- grave","1- grave","2- não","2- não","2- não","2- não","2- não","2- não","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","2- não","2- pouca","2- PSDB","Datena"
"322","Raquel Andretto","13:30","3",34,"Masculino","acima de R$ 15.760","superior completo","branca","","3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","3- não sei","1- sim","1- sim","Nenhum","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- não","3- não ","","nenhum"
"323","Raquel Andretto","13:50","3",36,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","outra","morena clara","3- não satisfeito","1- concordo totalmente","4- não sei","1- concordo totalmente","3- não concordo","4- não sei","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","Tancredo Neves","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não sei","3- não ","","Haddad"
"324","Raquel Andretto","13:40","3",33,"Feminino","acima de R$ 15.760","superior completo","branca","","3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","3- não sei","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","","1- muita","PT e PSDB","nenhum"
"325","Raquel Andretto","13:15","3",54,"Masculino","de R$ 7.880 a R$ 15.760","médio incompleto","branca","","3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","3- não sei","1- sim","1- sim","Joaquim Barbosa","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","2- PSDB","nenhum"
"326","Raquel Andretto","12:30","3",67,"Masculino","de R$ 3.940 a R$ 7.880","fundamental completo","branca","","3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","3- não sei","3- não sei","1- sim","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- não","2- concordo em parte","2- concordo em parte","2- não","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","2- PSDB","nenhum"
"327","Raquel Andretto","12:15","3",26,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca","","3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","1- sim","1- sim","1- sim","Não sabe","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","3- não sei","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não sei","1- muita","3- Outros","Datena"
"328","Renan B Sousa","12:54","2",52,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Eduardo Suplicy","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","Nenhum",""
"329","Renan B Sousa","13:05","2",53,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","1- sim","1- sim","1- sim","FHC","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- não","1- muita","2- PSDB",""
"330","Renan B Sousa","13:21","2",30,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"2- pouco satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","2- não","1- sim","1- sim","Aécio","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","2- concordo em parte","1- sim","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","Nenhum/Povo","Russomano"
"331","Renan B Sousa","13:33","2",22,"Masculino","até R$ 1.576","superior incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","3- não sei","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","1- PT",""
"332","Renan B Sousa","13:43","2",19,"Masculino","de R$ 2.364 a R$ 3.940","superior incompleto","parda",NA,"1- bastante satisfeito","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- muita","Nenhum/Povo","Datena"
"333","Renan B Sousa","14:00","2",61,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","2- não grave","3- não sei","3- não sei","1- sim","3- não sei","3- não sei","3- não sei","FHC","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","Nenhum","Marta Suplicy"
"334","Renan B Sousa","14:18","2",28,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","3- não sei","1- sim","1- sim","Cristovam Buarque","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","3- não concordo","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","PT/PSDB",""
"335","Renan B Sousa","14:28","2",35,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","4- não sei","2- concordo em parte","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","2- não","3- não sei","3- não sei","1- sim","Sergio Moro","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","2- PSDB","Russomano"
"336","Renan B Sousa","14:43","2",53,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","3- não sei","3- não sei","1- grave","2- não grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","FHC/Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","4- não sei","4- não sei","3- não concordo","4- não sei","1- concordo totalmente","3- não sei","1- muita","PT/PSDB",""
"337","Renan B Sousa","14:55","2",39,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","3- não sei","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Sergio Moro","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","","1- muita","PT/PSDB/Outros","Marta Suplicy"
"338","Renan B Sousa","15:08","2",38,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- grave","3- não sei","2- não grave","2- não grave","2- não grave","1- sim","2- não","1- sim","1- sim","2- não","1- sim","Marina Silva","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","2- pouca","1- PT",""
