Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Giovana Beltrame,17:30:00,1,45,Masculino,de R$ 3.940 a R$ 7.880,superior completo,parda,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,Marina Silva,sim,nada,,nada,pouco,Folha/UOL,pouco,Veja/Época,nada,,confia pouco,não conhece,confia pouco,confia pouco,não confia,não confia,não conhece,não confia,não conhece,não conhece,não confia,não confia,Portella,não concorda,concorda,concorda,não sei,concorda,não sei,não concorda,não sei
Giovana Beltrame,17:00:00,1,25,Masculino,de R$ 3.940 a R$ 7.880,superior incompleto,branca,,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,confia muito,não confia,não confia,confia pouco,não confia,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,nada,,muito,muito,Ig/Yahoo,muito,Veja/Estadão,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,confia muito,não conhece,Danilo Gentili e Raquel Sherezade,não concorda,não concorda,concorda,concorda,concorda,não sei,concorda,não sei
Giovana Beltrame,Nenhum,1,36,Masculino,de R$ 3.940 a R$ 7.880,superior completo,amarela,,confia pouco,confia muito,confia pouco,confia muito,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,nada,,pouco,muito,Jovem Pan,muito,Veja,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,confia muito,confia muito,confia pouco,não conhece,Reinaldo azevedo,não concorda,não concorda,concorda,não concorda,concorda,concorda,concorda,concorda
Julia Castilho,15:45:00,2,31,Masculino,de R$ 3.940 a R$ 7.880,superior completo,preta,,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,Beto Richa,sim,nada,,nada,pouco,Página de amigos,pouco,Não Lembra,nada,,confia pouco,confia pouco,confia pouco,não conhece,não confia,não confia,confia pouco,confia pouco,não conhece,não conhece,não confia,não conhece,Paulo Henrique Amorim,não concorda,concorda,não concorda,concorda,concorda,não concorda,concorda,concorda
Julia Castilho,15:58:00,2,47,Feminino,acima de R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não confia,não conhece,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não conhece,não conhece,confia pouco,não conhece,não confia,confia muito,não conhece,Aécio Neves,sim,nada,,pouco,muito,Página de amigos,muito,Estadão/Folha,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,confia muito,não conhece,confia muito,não conhece,Nenhum,concorda,concorda,concorda,não sei,concorda,não sei,não concorda,não sei
Julia Castilho,16:06:00,2,44,Masculino,de R$ 1.576 a R$ 2.364,superior completo,branca,,confia pouco,confia muito,confia muito,confia muito,não confia,confia muito,confia muito,confia muito,não conhece,não conhece,confia pouco,não confia,confia muito,confia pouco,não conhece,não confia,não confia,confia pouco,confia muito,confia muito,confia pouco,não confia,confia muito,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,nada,,pouco,muito,Página de amigos,pouco,Não Lembra,nada,,não conhece,não conhece,confia pouco,confia pouco,confia muito,confia pouco,não conhece,confia pouco,confia muito,confia pouco,confia muito,confia pouco,Nenhum,concorda,concorda,concorda,concorda,não concorda,concorda,não concorda,concorda
Julia Castilho,16:17:00,2,47,Feminino,acima de R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,confia muito,não conhece,confia muito,não confia,não confia,confia muito,confia pouco,não conhece,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia muito,não conhece,não conhece,confia muito,não confia,não confia,confia pouco,não confia,Geraldo Alckimin,sim,nada,,muito,muito,Página de amigos,pouco,UOL,muito,Reinaldo Azevedo,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,não conhece,Reinaldo azevedo,concorda,concorda,concorda,não sei,concorda,não sei,não concorda,não sei
Julia Castilho,16:26:00,2,54,Masculino,até R$ 1.576,superior completo,outra,Não especificou,confia pouco,não confia,não confia,confia muito,confia muito,confia pouco,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia muito,confia pouco,Jair Bolsonaro e Marina Silva,sim,muito,Nenhum Específico,muito,muito,"Ocupem a paulista, Compartilhem Rottary",pouco,,nada,,não conhece,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,Raquel sherezade,concorda,não concorda,não concorda,concorda,concorda,não concorda,não concorda,concorda
Julia Castilho,15:24:00,2,35,Feminino,acima de R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,confia muito,confia muito,confia muito,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,Nenhum,sim,nada,,pouco,muito,Vem pra Rua /Carta Capital,muito,Internacionais,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não conhece,confia pouco,confia muito,confia muito,confia pouco,não conhece,Nenhum,não concorda,não sei,concorda,concorda,não concorda,não concorda,não concorda,não sei
Julia Castilho,15:38:00,2,26,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,não conhece,confia pouco,não conhece,não confia,não conhece,confia pouco,não conhece,confia pouco,não confia,não confia,não confia,não confia,não conhece,não conhece,confia pouco,confia muito,confia muito,não conhece,confia muito,não confia,não conhece,não conhece,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não conhece,não confia,não confia,não conhece,não confia,confia pouco,não conhece,Nenhum,sim,nada,,nada,nada,,pouco,Globo News,muito,Vários,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,confia pouco,não confia,não conhece,confia pouco,não conhece,Nenhum,não sei,concorda,concorda,não concorda,concorda,não sei,não concorda,concorda
Julia Castilho,15:15:00,2,31,Masculino,de R$ 1.576 a R$ 2.364,superior incompleto,branca,,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia muito,não confia,confia muito,confia pouco,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia muito,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Ronaldo Caiado e Jair Bolsonaro,sim,nada,,nada,muito,Brasil Livre/Folha Politica,muito,Veja,nada,,não conhece,não conhece,não confia,não conhece,confia pouco,não conhece,confia muito,confia muito,confia muito,confia muito,confia pouco,não conhece,Joyce Rancelino,concorda,concorda,concorda,concorda,concorda,não concorda,não concorda,concorda
Julia Castilho,15:02:00,2,58,Feminino,acima de R$ 15.760,superior completo,branca,,não confia,confia pouco,confia pouco,confia muito,não conhece,confia pouco,não conhece,confia pouco,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,não confia,não conhece,confia muito,não confia,não confia,confia pouco,não confia,FHC,sim,nada,,pouco,muito,Página de amigos,muito,UOL,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,confia pouco,confia muito,confia muito,confia muito,confia pouco,não conhece,Mainard,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,concorda
Marina Rongo,15:06:00,2,30,Masculino,de R$ 7.880 a R$ 15.760,superior incompleto,branca,,confia pouco,confia muito,confia muito,confia pouco,confia muito,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia muito,não confia,não conhece,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,PSDB,sim,nada,,nada,muito,Página de amigos,nada,Folh,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia pouco,Alexandre Garcia,concorda,não sei,concorda,não sei,não concorda,não concorda,concorda,não sei
Vitor Torsani,05:38:00 PM,4,23,Masculino,de R$ 2.364 a R$ 3.940,fundamental incompleto,branca,NA,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,confia muito,Bolsonaro,sim,nada,,nada,muito,Mídia sem Máscara,pouco,Mídia sem Máscara,nada,,não confia,não conhece,não confia,não conhece,não confia,não conhece,confia muito,não confia,confia muito,confia pouco,não confia,não confia,Olavo de Carvalho,concorda,não sei,concorda,concorda,não sei,concorda,não concorda,não sei
Vitor Torsani,03:04:00 PM,4,30,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,Nenhum,sim,pouco,nenhum,nada,muito,Jornais e Mídias,muito,Estadão/Folha,nada,,não conhece,não conhece,confia pouco,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,Nenhum,concorda,não sei,concorda,não sei,concorda,não sei,concorda,não sei
Vitor Torsani,03:13:00 PM,4,73,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,não conhece,confia muito,não confia,não confia,confia muito,não confia,não conhece,não conhece,não confia,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia muito,não confia,não conhece,confia muito,não confia,não confia,confia pouco,confia pouco,FHC,sim,pouco,nenhum,nada,pouco,ágina de amigos,muito,Estadão/JN,nada,,não conhece,não conhece,não conhece,não conhece,confia muito,confia muito,não conhece,confia muito,confia muito,não conhece,confia muito,não conhece,Ricardo Buechat,concorda,concorda,concorda,concorda,não concorda,não concorda,não concorda,não sei
Vitor Torsani,03:28:00 PM,4,39,Feminino,,superior completo,branca,NA,confia pouco,confia muito,confia muito,confia muito,não confia,confia muito,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia muito,não conhece,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,muito,muito,Aécio Neves,muito,Estadão,nada,,confia muito,não conhece,não conhece,não confia,não confia,não confia,confia muito,não confia,confia muito,não confia,confia pouco,não conhece,Nenhum,não concorda,não concorda,concorda,concorda,concorda,não concorda,concorda,não concorda
