Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Marina Moreira,14:00:00,2,26,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,não confia,confia muito,não confia,confia muito,confia muito,confia muito,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não conhece,,sim,nada,,nada,nada,,muito,UOL,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não confia,não confia,não conhece,não conhece,não confia,não confia,,concorda,não sei,concorda,não sei,concorda,concorda,concorda,concorda
Guilherme Gomes,,3,75,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,não conhece,confia muito,confia muito,não conhece,confia pouco,não conhece,confia muito,não conhece,não conhece,confia pouco,não confia,confia muito,não confia,não conhece,não conhece,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia muito,confia pouco,não conhece,não confia,não confia,não confia,não confia,não confia,,não,,,,,,muito,"Globo News, Veja, Estadão",nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,confia pouco,confia pouco,confia muito,não confia,confia muito,não confia,,,concorda,concorda,não concorda,não sei,,concorda,concorda
Guilherme Ibanes,14:25:00,4,58,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,não conhece,não conhece,não conhece,não confia,não confia,não confia,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não conhece,não conhece,confia pouco,não confia,confia muito,não conhece,não conhece,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,,sim,nada,,nada,muito,Revoltados Online,pouco,Folha,nada,,não conhece,não conhece,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,não confia,não conhece,Geraldo Azevedo,não concorda,não sei,concorda,concorda,concorda,não sei,concorda,não sei
Guilherme Ibanes,14:32:00,4,72,Masculino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,confia pouco,não conhece,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,Alckmin,não,,,,,,,,,,confia muito,não confia,não confia,confia muito,não confia,confia muito,não conhece,confia pouco,não conhece,confia muito,confia pouco,confia pouco,Janio de Freitas,não concorda,não concorda,concorda,não sei,não concorda,não sei,concorda,não sei
Klaus Heringer,14:53:00,4,22,Masculino,de R$ 3.940 a R$ 7.880,superior incompleto,parda,NA,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não confia,Joaquim Barbosa,sim,nada,,pouco,muito,"Estadão, Folha e Veja",muito,"Globo, UOL, Estadão, Folha",nada,,confia pouco,não conhece,não conhece,confia pouco,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,Sherazade,concorda,concorda,concorda,não concorda,concorda,não concorda,não concorda,concorda
Klaus Heringer,15:20:00,4,25,Masculino,de R$ 1.576 a R$ 2.364,superior incompleto,branca,NA,confia muito,confia muito,confia muito,confia muito,não confia,confia muito,confia muito,confia muito,não conhece,não conhece,confia muito,confia pouco,confia muito,não confia,não conhece,não confia,confia muito,confia pouco,confia muito,confia muito,confia muito,não confia,confia muito,não confia,confia muito,confia muito,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia muito,Jair Bolsonaro,sim,nada,,muito,muito,Vem pra rua,muito,"UOL, G1",pouco,Vem pra Rua,confia muito,não conhece,confia pouco,não conhece,não confia,não conhece,confia muito,não confia,confia muito,confia muito,confia muito,não conhece,Líder Movimento Brasil Livre,concorda,concorda,não concorda,não concorda,,não concorda,não concorda,não concorda
Guilherme Ibanes,15:04:00,4,20,Masculino,,superior incompleto,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia pouco,não confia,não conhece,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,,sim,nada,,muito,muito,Apenas páginas de amigos,muito,Newsweek,pouco,,confia muito,não conhece,confia muito,não conhece,não confia,não confia,confia muito,não conhece,não confia,confia muito,confia muito,não conhece,Marco Antonio Vila,não sei,não sei,concorda,não sei,não concorda,não concorda,não concorda,não concorda
Alenca,15:02:00,4,27,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia muito,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,não conhece,confia pouco,não confia,confia pouco,confia pouco,não conhece,confia pouco,não confia,confia muito,confia pouco,confia pouco,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia pouco,PSDB,sim,nada,,muito,muito,Revoltados Online,pouco,Folha,nada,,não conhece,não confia,não confia,não conhece,confia pouco,não conhece,não conhece,não confia,confia muito,não conhece,confia pouco,não conhece,,concorda,concorda,não concorda,concorda,não concorda,concorda,concorda,não concorda
,14:40:00,4,36,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,,sim,muito,Brasil Livre,pouco,muito,"Brasil Livre, Revoltados Online",nada,,pouco,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,não confia,confia muito,não conhece,não confia,não confia,,não concorda,concorda,concorda,concorda,concorda,concorda,não concorda,não sei
Vitor Torsani,14:16:00,4,35,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,confia muito,não confia,confia muito,não confia,Fernando Henrique Cardoso,sim,nada,,pouco,pouco,Apenas páginas de amigos,muito,Globo News,nada,,não conhece,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia muito,confia muito,não conhece,confia muito,confia pouco,Sherazade,concorda,concorda,concorda,concorda,concorda,concorda,concorda,não sei
Carolina Martins,,NA,63,Masculino,acima de R$ 15.760,superior completo,branca,NA,confia muito,confia muito,confia pouco,confia muito,não confia,confia muito,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,confia muito,não confia,não conhece,confia muito,não confia,não confia,confia pouco,não conhece,Fernando Henrique Cardoso,sim,nada,,nada,nada,,muito,"Folha, Veja",nada,,confia pouco,não conhece,confia pouco,confia muito,não confia,confia pouco,não conhece,confia pouco,confia muito,confia muito,confia muito,não conhece,Reinaldo Azevedo,concorda,não sei,concorda,não sei,não concorda,não sei,concorda,não concorda
Hugo Gaspar,14:50:00,2,62,Feminino,de R$ 2.364 a R$ 3.940,superior incompleto,branca,NA,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,não,nada,,nada,nada,,,Estadão,nada,,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,não conhece,confia pouco,confia pouco,não conhece,não confia,não conhece,Nassif,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda
Hugo Gaspar,15:02:00,2,28,Masculino,de R$ 1.576 a R$ 2.364,superior completo,branca,NA,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,,não confia,não confia,confia muito,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,não confia,não confia,confia muito,,sim,nada,,nada,muito,Apenas páginas de amigos,nada,,nada,,não conhece,não conhece,não confia,não conhece,confia pouco,não confia,confia muito,não confia,confia muito,confia muito,confia muito,não confia,Olavo de Carvalho,concorda,não sei,concorda,concorda,concorda,não sei,não sei,não sei
Hugo Gaspar,14:48:00,2,51,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia pouco,não confia,confia pouco,,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,AK47,sim,nada,,nada,pouco,Apenas páginas de amigos,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Gaspar,15:10:00,2,21,Masculino,,superior incompleto,branca,NA,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,confia muito,confia muito,não conhece,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,não confia,não conhece,não confia,não confia,não conhece,não confia,confia pouco,não conhece,não confia,confia pouco,não confia,Aécio Neves,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,Datena,concorda,concorda,concorda,concorda,concorda,não sei,não sei,concorda
Guilherme Ibanes,16:10:00,4,57,Feminino,,superior completo,branca,NA,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,,sim,nada,,nada,muito,"Estadão, Folha e Veja",muito,Veja,pouco,,não conhece,não confia,não conhece,não conhece,não confia,não confia,não conhece,confia pouco,confia muito,confia muito,confia pouco,não confia,Reinaldo Azevedo,concorda,concorda,concorda,concorda,concorda,concorda,não concorda,não sei
Guilherme Ibanes,16:29:00,4,37,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,não confia,não confia,não confia,não confia,não conhece,não confia,não confia,não conhece,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,não confia,não conhece,não conhece,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não conhece,Luiz Flavio Gomes,sim,nada,,nada,pouco,Apenas páginas de amigos,muito,Cultura,muito,Instituto Avante,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não conhece,não conhece,não confia,não conhece,Luis Flavio Gomes,não concorda,não concorda,concorda,não sei,não sei,não sei,não sei,não concorda
Guilherme Ibanes,16:48:00,4,37,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,não confia,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,muito,muito,Apenas páginas de amigos,muito,Cultura,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,não conhece,não conhece,confia muito,não conhece,Luis Flavio Gomes,não concorda,concorda,concorda,concorda,concorda,concorda,não concorda,não sei
Guilherme Ibanes,16:56:00,4,31,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,não conhece,confia pouco,não conhece,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,confia muito,não confia,não conhece,não confia,confia pouco,não conhece,não conhece,confia pouco,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,pouco,nada,,pouco,UOL,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,não confia,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,não sei,concorda,concorda,concorda,não sei,concorda,concorda,concorda
Caroline Tomas,,4,29,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,pouco,Jornais em geral,muito,nada,,pouco,UOL,nada,,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,,não concorda,não concorda,concorda,não concorda,não concorda,concorda,concorda,não concorda
Caroline Tomas,,4,34,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,confia muito,confia pouco,confia pouco,não confia,confia pouco,confia muito,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,,sim,nada,,muito,muito,Apenas páginas de amigos,nada,,nada,,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,concorda,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Caroline Tomas,15:40:00,4,36,Feminino,de R$ 2.364 a R$ 3.940,superior completo,preta,NA,não confia,confia muito,confia pouco,não confia,confia muito,não confia,não confia,não confia,não conhece,confia muito,confia pouco,confia pouco,não confia,confia pouco,não conhece,confia muito,confia muito,confia muito,não confia,confia muito,confia muito,confia muito,confia pouco,confia muito,confia pouco,não confia,confia muito,não confia,confia muito,não confia,confia pouco,não conhece,não confia,confia muito,confia muito,confia pouco,não confia,PT,sim,nada,,,muito,Apenas páginas de amigos,nada,,nada,,confia muito,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,,não concorda,não sei,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda
Caroline Tomas,16:00:00,4,51,Masculino,acima de R$ 15.760,superior completo,branca,NA,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não conhece,não conhece,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,Marina Silva,sim,nada,,pouco,pouco,Apenas páginas de amigos,pouco,"UOL, Folha",nada,,não confia,não conhece,confia pouco,não conhece,não confia,não confia,não conhece,confia pouco,confia pouco,não confia,não confia,confia pouco,,concorda,concorda,concorda,concorda,concorda,não sei,concorda,concorda
Caroline Tomas,16:20:00,4,34,Masculino,de R$ 7.880 a R$ 15.760,superior completo,parda,,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,não confia,não confia,confia muito,confia muito,não confia,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,não confia,,sim,nada,,nada,muito,"Pragmatismo Político, BBC Brasil",muito,"Folha, Carta Capital",nada,,não confia,confia pouco,confia pouco,não conhece,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,Fernando – Gazeta,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda,não concorda
Caroline Tomas,,4,64,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia pouco,confia muito,confia muito,não conhece,não confia,não confia,não confia,não conhece,confia muito,não confia,não confia,confia pouco,não confia,,não confia,não conhece,não confia,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,Partido Verde,não,nada,,nada,nada,,muito,TV Cultura,nada,,não conhece,não conhece,não conhece,não confia,não confia,não conhece,não conhece,não conhece,não confia,confia muito,não confia,não conhece,TV Cultura,concorda,concorda,concorda,concorda,concorda,concorda,não concorda,concorda
Caroline Tomas,,4,62,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia muito,confia muito,confia muito,confia muito,confia muito,confia muito,confia pouco,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,não conhece,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,,sim,nada,,nada,muito,Apenas páginas de amigos,muito,"Estadão, Veja, Folha, IstoÉ",nada,,não conhece,não conhece,não conhece,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,Boechat,não concorda,não sei,concorda,concorda,concorda,não concorda,não concorda,concorda
Caroline Tomas,,4,37,Masculino,de R$ 3.940 a R$ 7.880,superior completo,preta,NA,não confia,não confia,não confia,confia pouco,não conhece,confia pouco,não confia,não confia,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não conhece,não confia,confia muito,não conhece,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,confia muito,confia muito,confia muito,não confia,confia muito,não confia,,sim,nada,,nada,muito,,muito,Gilberto Castro,nada,,não conhece,não conhece,não confia,não conhece,não confia,não conhece,não conhece,não confia,confia muito,não conhece,não conhece,não conhece,Ricardo B.,não concorda,concorda,não concorda,não concorda,concorda,não concorda,não concorda,não concorda
Caroline Tomas,,4,36,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,não conhece,confia muito,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não conhece,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,nada,nada,,muito,"Folha, Estadão",nada,,não conhece,não conhece,não conhece,confia muito,confia muito,não conhece,não conhece,confia muito,confia pouco,confia muito,confia muito,não conhece,Miriam Leitão,não concorda,concorda,concorda,não sei,concorda,não concorda,não concorda,não concorda
Caroline Tomas,,4,18,Masculino,de R$ 7.880 a R$ 15.760,superior incompleto,branca,,confia pouco,confia pouco,confia pouco,não confia,não conhece,não confia,não confia,não confia,não conhece,não conhece,confia pouco,não confia,confia pouco,não conhece,não conhece,não confia,confia pouco,não confia,não conhece,não conhece,não confia,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não conhece,,não,nada,,nada,nada,,pouco,UOL,nada,,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,confia pouco,não confia,não conhece,Reinaldo Azevedo,concorda,não concorda,não concorda,não sei,concorda,não sei,concorda,não sei
Klaus Heringer,17:50:00,4,42,Masculino,acima de R$ 15.760,médio incompleto,branca,NA,confia muito,confia muito,confia muito,confia muito,não conhece,confia pouco,confia muito,confia pouco,não conhece,não conhece,não confia,não confia,confia pouco,confia pouco,não conhece,não conhece,não confia,confia muito,confia muito,confia muito,não conhece,não confia,não conhece,não conhece,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não conhece,não confia,confia muito,não conhece,não confia,não confia,não confia,,sim,nada,,pouco,pouco,Apenas páginas de amigos,pouco,g1,nada,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,confia muito,não conhece,confia muito,não conhece,,não concorda,concorda,concorda,não sei,não sei,concorda,concorda,não sei
Klaus Heringer,16:35:00,4,60,Feminino,de R$ 7.880 a R$ 15.760,superior incompleto,branca,,confia pouco,não conhece,não conhece,confia pouco,não confia,não confia,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,não confia,não confia,não conhece,não confia,confia pouco,não confia,confia muito,confia muito,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia pouco,não confia,Ronaldo Caiado,sim,nada,,muito,muito,"Revoltados Online, Vem pra rua",muito,Veja,pouco,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,confia muito,confia muito,não confia,não conhece,Arnaldo Jabor,concorda,concorda,concorda,concorda,concorda,não concorda,concorda,concorda
Klaus Heringer,17:40:00,4,29,Masculino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia muito,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia pouco,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não conhece,não confia,confia pouco,não confia,Fernando Henrique Cardoso,sim,nada,,nada,nada,,muito,"Folha, Estadão, Reuters",nada,,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não conhece,não conhece,não confia,confia pouco,confia pouco,não confia,confia pouco,,concorda,concorda,concorda,não concorda,não concorda,não concorda,não concorda,não concorda
Klaus Heringer,14:30:00,4,60,Masculino,de R$ 1.576 a R$ 2.364,médio completo,branca,NA,confia muito,confia muito,confia muito,confia muito,não conhece,confia pouco,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,confia muito,confia pouco,não conhece,não confia,confia muito,confia muito,confia pouco,não conhece,não conhece,não conhece,não conhece,não conhece,não confia,confia muito,não confia,não confia,não confia,confia muito,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,não confia,Marina Silva,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,não conhece,,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Klaus Heringer,18:30:00,4,45,Masculino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia muito,não confia,confia pouco,confia pouco,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,confia muito,não conhece,não confia,não confia,não conhece,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,nada,,muito,nada,,muito,"UOL, Valor Economico, Portal Correio",nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,confia muito,não conhece,confia pouco,confia pouco,confia muito,confia pouco,não conhece,"Cristiana Lobo, Gerso Camaroto, Reinldo Azevedo",concorda,concorda,concorda,,não sei,não concorda,concorda,não sei
Paulo Lugoboni,02:35:00 PM,3,54,Masculino,acima de R$ 15.760,superior completo,branca,NA,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,Bolsonaro,sim,pouco,não soube,nada,muito,Intervenção em geral,pouco,Estadão,nada,,não confia,não confia,não conhece,não confia,não confia,não confia,confia muito,não confia,confia pouco,confia muito,não confia,não confia,Olavo de Carvalho,concorda,não sei,não concorda,concorda,concorda,concorda,não concorda,não concorda
Julia Jubileu,02:40:00 PM,2,36,Feminino,de R$ 7.880 a R$ 15.760,superior completo,amarela,,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,confia muito,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,Nenhum,sim,nada,,nada,nada,,pouco,R7,nada,,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia pouco,Boechat (band),não concorda,não sei,não concorda,não concorda,concorda,não sei,não concorda,não sei
Julia Jubileu,03:10:00 PM,2,58,Feminino,,superior completo,parda,NA,confia pouco,confia pouco,confia pouco,confia pouco,,confia pouco,não conhece,não conhece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
